,country,date,Population,GDP,Population_Growth,Physicians_per1000,HIV_Incidence,Land_area,Literacy_rate,Hospital_beds_per1000,Government_health_expenditure,Prevalence_underweight_under5,Infant_mortality_per1000,Maternal_mortality_per100000,Life_expectancy,Adult_obesity,HIV_Prevalence,Fertility_rate,Female_Population,Male_Population,Population_65+,Population_age_0to14,Population_15to64,Death_per1000,Income_level,Region,Codes
346,New Zealand,2016,4714100.0,39927.8048294529,2.24603210015584,3.3833,0.06,263310.0,,2.74,9.27398205,,4.4,10.0,81.6124390243903,65.6,0.1,1.87,50.8288109819896,49.1711890180104,707108.0,933857.0,3073135.0,6.61,HIC,East Asia and Pacific,NZL
348,Nicaragua,2016,6303974.0,2107.5727223615,1.28895567304368,0.9537,0.12,120340.0,,0.93,8.04877567,,16.0,100.0,73.86,58.2,0.2,2.455,50.7115357465216,49.2884642534784,307876.0,1948201.0,4047897.0,5.039,LMC,Latin America and Caribbean,NIC
350,Niger,2016,20788838.0,498.10416388359,3.86007879547775,0.0433,0.11,1266700.0,,,6.16463852,32.0,50.5,530.0,61.137,22.0,0.3,7.087,49.8258364159644,50.1741635840356,537243.0,10427129.0,9824466.0,8.82,LIC,Sub-saharan Africa,NER
352,Nigeria,2016,185960289.0,2176.00224545044,2.62770266215666,0.4494,0.86,910770.0,,,3.64773679,31.5,78.5,925.0,53.541,28.9,1.3,5.526,49.3540232179949,50.6459767820051,5106478.0,82019726.0,98834085.0,12.39,LMC,Sub-saharan Africa,NGA
354,North America,2016,359115352.0,56388.8554198654,0.76094804372579,,0.24,18113064.0,,2.75290321919853,16.5907371140255,0.709469974040985,5.7,18.0,78.8774577897405,67.5014792109055,0.4,1.7925235840092,50.5173705227562,49.4826294772438,54491779.0,67174931.0,237384089.0,8.38300889493301,INX,North America,North America
356,North Macedonia,2016,2080745.0,5129.15896023703,0.068123807192842,,,25220.0,,4.37,6.37943363,,10.5,8.0,75.498,58.1,,1.506,49.9613119525401,50.0386880474599,267561.0,349111.0,1464072.0,9.88,LMY,Europe and Central Asia,MKD
358,Northern Mariana Islands,2016,56188.0,22246.7430768136,0.728782876932043,,,460.0,,,,,,,,,,,,,,,,,HIC,Northern Mariana Islands,MNP
360,Norway,2016,5234519.0,70459.1825041029,0.880969815359919,2.6983,,365145.73,,3.68,10.59129524,,2.1,3.0,82.4073170731707,58.3,,1.71,49.6042049533894,50.3957950466106,868628.0,931839.0,3434052.0,7.8,HIC,Europe and Central Asia,NOR
362,Not classified,2016,,,,,,,,,,,,,,,,,,,,,,,INX,Not classified,Not classified
364,OECD members,2016,1336665971.0,36044.1839568154,0.665008757291716,,,35456683.36,,4.71392399006468,12.5199333465602,,6.44692479750799,18.0,79.961264716336,58.0142854755646,,1.74063262840637,50.8435711916959,49.1564288083041,216710259.0,243965506.0,875990206.0,8.37587166070453,INX,OECD members,OECD members
366,Oman,2016,4479219.0,14618.7331253028,4.84561438636777,1.9249,0.07,309500.0,94.8999862670898,1.49,4.35877562,,9.7,19.0,77.142,62.6,0.1,2.937,34.3762537068421,65.6237462931579,103311.0,980508.0,3395400.0,2.498,HIC,Middle East and North Africa,OMN
368,Other small states,2016,29542879.0,12402.3569740925,2.05192817722862,,4.77678620645995,2031704.0,84.615119934082,,4.77744793701416,,38.4162534976891,310.0,67.83562940085,45.0363414576686,9.46378521134457,3.10506634845747,47.0477783776691,52.9522216223309,1581942.0,8923995.0,19003435.0,7.55400445521914,INX,Other small states,Other small states
370,Pacific island small states,2016,2388307.0,3967.60457238316,1.38537962840329,,,64200.0,91.1451034545898,,4.9636640299314,,21.0503274789012,71.0,69.6137419308888,63.9611295789168,,3.55535270948386,49.2486397879154,50.7513602120846,100230.0,804831.0,1383512.0,6.37757448733858,INX,Pacific island small states,Pacific island small states
372,Pakistan,2016,203627284.0,1368.45432627629,2.08432094940616,0.962,0.17,770880.0,,0.63,2.85510206,,60.5,143.0,66.77,28.4,0.1,3.612,48.535718143526,51.464281856474,8787526.0,72691337.0,122148420.0,7.048,LMC,South Asia,PAK
374,Palau,2016,17725.0,16646.8490832158,0.339079160708277,,,460.0,,,12.00261879,,17.4,,,85.1,,,,,,,,9.9,HIC,East Asia and Pacific,PLW
376,Panama,2016,4037078.0,14343.9636291397,1.71362492157999,1.5687,,74120.0,,2.25,7.31549644,,14.1,55.0,77.964,58.8,,2.514,49.866078715941,50.133921284059,311983.0,1114304.0,2610791.0,5.024,HIC,Latin America and Caribbean,PAN
378,Papua New Guinea,2016,8271760.0,2509.63145745887,2.00238259708206,,0.61,452860.0,,,2.33063054,,38.8,148.0,63.744,52.9,0.8,3.657,48.9895990771499,51.0104009228501,274081.0,3016184.0,4981495.0,7.632,LMC,East Asia and Pacific,PNG
380,Paraguay,2016,6777872.0,5319.41021789703,1.32367757556726,,0.31,397300.0,94.6502380371094,0.83,6.72532558,1.3,18.3,130.0,73.836,53.5,0.5,2.479,49.1226900218623,50.8773099781377,410526.0,2035073.0,4332273.0,5.44,LMY,Latin America and Caribbean,PRY
382,Peru,2016,30926032.0,6204.99726003927,1.48316068051553,1.3048,0.22,1280000.0,94.1736679077148,1.59,5.06576538,3.2,11.6,91.0,76.044,57.5,0.3,2.297,50.3471411596365,49.6528588403635,2337308.0,8380964.0,20207760.0,5.386,LMY,Latin America and Caribbean,PER
384,Philippines,2016,103663927.0,3073.653614975,1.50720761638191,,0.2,298170.0,,,4.40684605,,23.1,124.0,70.802,27.6,0.1,2.718,49.6995721129761,50.3004278870239,4937469.0,33091219.0,65635238.0,5.815,LMC,East Asia and Pacific,PHL
386,Poland,2016,37970087.0,12447.4395912808,-0.04298513087435,2.4146,,306190.0,,6.64,6.54295063,,4.0,2.0,77.8512195121951,58.3,,1.39,51.5224424993428,48.4775575006572,6203438.0,5613942.0,26152707.0,10.2,HIC,Europe and Central Asia,POL
388,Portugal,2016,10325452.0,19978.401214968,-0.315459016997883,4.9397,,91605.6,,3.39,9.41901684,0.4,3.0,9.0,81.1243902439025,57.5,,1.36,52.689864162068,47.310135837932,2185032.0,1432847.0,6707573.0,10.7,HIC,Europe and Central Asia,PRT
390,Post-demographic dividend,2016,1101735921.0,41298.9026836907,0.443274438436745,,,31345078.86,,5.45416771279123,12.9608090401252,,4.27676977011737,11.0,80.5492413273199,56.5523834016242,,1.62335541175064,50.9343862942222,49.0656137057778,201558789.0,178601760.0,721575368.0,9.31972005381043,INX,Post-demographic dividend,Post-demographic dividend
392,Pre-demographic dividend,2016,869943914.0,1400.23186523359,2.85950964320649,,1.60312631721699,20270524.303,61.9634704589844,,4.23703868163687,,58.2329207207535,575.0,59.9919371242937,28.7619596556059,2.70707965370974,5.10432139095006,49.996876765766,50.003123234234,23671352.0,384689756.0,461582806.0,9.06070394304178,INX,Pre-demographic dividend,Pre-demographic dividend
394,Puerto Rico,2016,3406672.0,30627.1634017011,-1.93497109034618,,,8870.0,,,,,,20.0,79.4949756097561,,,1.2425,52.2443735701487,47.7556264298513,574886.0,613426.0,2218360.0,8.86,HIC,Latin America and Caribbean,PRI
396,Qatar,2016,2654374.0,57163.0756845544,3.39736019100816,2.6944,,11490.0,93.1453018188477,1.2,3.18802047,,6.4,9.0,79.868,71.7,,1.907,24.1660667146628,75.8339332853372,29433.0,358311.0,2266630.0,1.146,HIC,Middle East and North Africa,QAT
398,Romania,2016,19702267.0,9548.58740298268,-0.573660845379617,2.2565,0.08,230080.0,,6.84,4.99377203,,7.1,21.0,75.209756097561,57.7,0.1,1.69,51.31469144708,48.68530855292,3432472.0,3038876.0,13230919.0,13.1,HIC,Europe and Central Asia,ROU
400,Russian Federation,2016,144342397.0,8704.89841329594,0.170245238698228,4.0139,,16376870.0,,8.16,5.26521969,,6.5,18.0,71.6512195121951,57.1,,1.762,53.6696480987893,46.3303519012107,20040465.0,24958104.0,99343827.0,14.2,LMY,Europe and Central Asia,RUS
402,Rwanda,2016,11668818.0,745.342751593952,2.60235576419092,0.1226,0.94,24670.0,,,7.14331341,,29.6,260.0,67.93,25.1,2.9,4.123,50.8829892014014,49.1170107985986,322737.0,4705315.0,6640766.0,5.435,LIC,Sub-saharan Africa,RWA
404,Samoa,2016,194535.0,4109.16513496372,0.526740178015332,0.3445,,2830.0,,,5.51336765,,14.1,44.0,72.895,77.6,,3.976,48.2851855659504,51.7148144340496,8933.0,75195.0,110407.0,5.372,LMY,East Asia and Pacific,WSM
406,San Marino,2016,33504.0,43826.9243116818,0.694863224751569,,,60.0,,,6.74832106,,1.7,,,,,,,,,,,7.6,HIC,San Marino,SMR
408,Sao Tome and Principe,2016,203227.0,1700.04654094347,1.88502547968032,,,960.0,,,6.43088818,,25.8,130.0,69.67,35.4,,4.426,49.9726898302833,50.0273101697167,5880.0,87654.0,109693.0,5.002,LMC,Sub-saharan Africa,STP
410,Saudi Arabia,2016,32442572.0,19879.2975306167,2.25976666869923,2.3776,,2149690.0,,2.23,5.83562613,,6.7,17.0,74.761,69.7,,2.435,42.9119467992346,57.0880532007654,1007771.0,8280865.0,23153937.0,3.426,HIC,Middle East and North Africa,SAU
412,Senegal,2016,14993528.0,1269.90210810516,2.80736130621428,0.0711,0.16,192530.0,,,4.26078272,13.8,35.4,330.0,67.078,28.4,0.4,4.77,51.3482096325118,48.6517903674882,459585.0,6503821.0,8030122.0,5.985,LMC,Sub-saharan Africa,SEN
414,Serbia,2016,7058322.0,5765.20076202711,-0.523694463062603,3.1131,0.04,87460.0,98.8415069580078,5.59,8.47186947,,5.2,12.0,75.6878048780488,57.1,0.1,1.46,50.9882636735663,49.0117363264337,1229783.0,1127724.0,4700815.0,14.3,LMY,Europe and Central Asia,SRB
416,Seychelles,2016,94677.0,15068.6203494184,1.33763477950025,2.1212,,460.0,,,5.1787982,,12.7,54.0,74.309756097561,36.8,,2.39,48.5900262247809,51.4099737752192,6923.0,22079.0,65674.0,7.9,HIC,Sub-saharan Africa,SYC
418,Sierra Leone,2016,7328838.0,501.415712857832,2.1644412134304,,1.11,72180.0,,,16.52595901,,88.6,1120.0,53.444,27.7,1.6,4.457,50.1534484419512,49.8465515580488,219124.0,3051492.0,4058222.0,12.294,LIC,Sub-saharan Africa,SLE
420,Singapore,2016,5607283.0,56828.2953471601,1.29743609938602,2.2936,0.06,709.0,97.049560546875,2.48,4.40151834,,2.2,8.0,82.8463414634146,31.8,0.3,1.2,47.6651175131,52.3348824869,547747.0,689093.0,4370443.0,4.8,HIC,East Asia and Pacific,SGP
422,Sint Maarten (Dutch part),2016,39969.0,31616.6816992667,2.90397846114339,,,34.0,,,,,,,78.2926829268293,,,,,,,,,4.1,HIC,Sint Maarten (Dutch part),SXM
424,Slovak Republic,2016,5430798.0,16508.6703604932,0.128922329956911,3.4664,,48080.0,,5.78,7.11145544,,5.0,6.0,77.1658536585366,56.2,,1.48,51.3859516012584,48.6140483987416,790079.0,828796.0,3811923.0,9.6,HIC,Slovak Republic,SVK
426,Slovenia,2016,2065042.0,21663.643413767,0.0731972072415279,3.0007,,20142.0,,4.49,8.47909927,,1.9,7.0,81.1756097560976,56.1,,1.58,50.288423757536,49.711576242464,381636.0,305192.0,1378214.0,9.5,HIC,Europe and Central Asia,SVN
428,Small states,2016,39200571.0,11353.6237074227,1.74897714566973,,3.65616974336125,2500754.0,86.3523712158203,,4.98987275150339,,34.2290869206944,264.0,68.9604624233804,47.6444631679495,7.33684702119391,2.91937662174616,47.7886939044386,52.2113060955614,2285216.0,11461856.0,25197322.0,7.47701988904529,INX,Small states,Small states
430,Solomon Islands,2016,619437.0,2225.49043485009,2.66981351743832,0.1937,,27990.0,,,4.99768019,,18.4,108.0,72.424,55.0,,4.452,49.1616594396857,50.8383405603143,21975.0,250423.0,347039.0,4.326,LMC,East Asia and Pacific,SLB
432,Somalia,2016,14185613.0,295.967851645225,2.77625364862548,,0.04,627340.0,,0.87,,,80.4,865.0,56.324,28.4,0.1,6.265,50.1221270672762,49.8778729327238,401297.0,6659202.0,7125113.0,11.289,LIC,Sub-saharan Africa,SOM
434,South Africa,2016,56207649.0,5272.5436481983,1.47193342939738,0.7997,9.49,1213090.0,,,8.09581757,5.9,28.2,122.0,63.153,53.8,19.3,2.457,50.6549135332097,49.3450864667903,2879079.0,16420143.0,36908427.0,9.599,LMY,Sub-saharan Africa,ZAF
436,South Asia,2016,1771167194.0,1650.33013926635,1.24327848389325,,,4770787.0,70.9991683959961,0.52660072168226,3.44356314751736,30.1992778778076,37.6,169.0,68.9161514390397,20.7411809337027,,2.43806111280007,48.34281262067,51.6571873793301,98184140.0,518067410.0,1154915642.0,6.99955924611655,INX,South Asia,South Asia
438,South Asia (IDA & IBRD),2016,1771167194.0,1650.33013926635,1.24327848389325,,,4770787.0,70.9991683959961,0.52660072168226,3.44356314751736,,37.636049853405,169.0,68.9161514390397,20.7411809337027,,2.43806111280007,48.34281262067,51.6571873793301,98184140.0,518067410.0,1154915642.0,6.99955924611655,INX,South Asia (IDA & IBRD),South Asia (IDA & IBRD)
440,South Sudan,2016,10832512.0,,1.08459461293809,,2.44,631945.102,,,,,62.4,1130.0,57.12,,2.4,4.855,49.9686776484142,50.0313223515858,370721.0,4579378.0,5882413.0,10.694,LIC,Sub-saharan Africa,SSD
442,Spain,2016,46484062.0,26505.3432155204,0.0844301500680736,3.8112,0.15,499564.0,98.2505111694336,2.97,8.9523859,,2.7,4.0,83.3292682926829,61.6,0.4,1.34,50.9204406532203,49.0795593467797,8790387.0,6863553.0,30830121.0,8.8,HIC,Europe and Central Asia,ESP
444,Sri Lanka,2016,21203000.0,3886.29150165239,1.10498361865849,0.8925,0.02,61893.0,92.3869018554688,,3.86424923,20.5,7.0,36.0,76.482,23.3,0.1,2.211,51.8661871311963,48.1338128688037,2071208.0,5214828.0,13916964.0,6.459,LMC,South Asia,LKA
446,St. Kitts and Nevis,2016,51629.0,18810.4876458321,0.826587612596456,,,260.0,,,5.79325533,,13.9,,,52.3,,,,,,,,,HIC,Latin America and Caribbean,KNA
448,St. Lucia,2016,180024.0,10361.8141037985,0.500070650904245,,,610.0,,,4.98633957,,19.0,117.0,75.752,48.1,,1.461,50.7548825738218,49.2451174261781,16950.0,34796.0,128278.0,7.123,LMY,Latin America and Caribbean,LCA
450,St. Martin (French part),2016,36065.0,,0.575617178240042,,,50.0,,,,,,,79.5219512195122,,,1.81,,,,,,4.2,HIC,St. Martin (French part),St. Martin (French part)
452,St. Vincent and the Grenadines,2016,109459.0,7075.06582034944,0.28452904967632,,,390.0,,4.32,4.1576829,,14.7,67.0,72.193,55.0,,1.931,49.1088638585144,50.8911361414856,10216.0,25567.0,73676.0,9.032,LMY,St. Vincent and the Grenadines,VCT
454,Sub-Saharan Africa,2016,1022530536.0,1506.4297648563,2.7195565203282,,2.04824524536206,23852850.342,64.2576599121094,,5.09048229838953,18.2893486022949,55.8,545.0,60.4423979284526,28.8970391217029,3.97002593971173,4.83866068447274,50.1369173957082,49.8630826042918,30195967.0,439380614.0,552953953.0,9.00274147317103,INX,Sub-Saharan Africa,Sub-Saharan Africa
456,Sub-Saharan Africa (IDA & IBRD countries),2016,1022530536.0,1506.4297648563,2.7195565203282,,2.04824524536206,23852850.342,64.2576599121094,,5.09048229838953,,55.7940881832957,545.0,60.4423979284526,28.8970391217029,3.97002593971173,4.83866068447274,50.1369173957082,49.8630826042918,30195967.0,439380614.0,552953953.0,9.00274147317103,INX,Sub-Saharan Africa (IDA & IBRD countries),Sub-Saharan Africa (IDA & IBRD countries)
458,Sub-Saharan Africa (excluding high income),2016,1021172386.0,1495.04976807102,2.72305232087666,,2.04991601469104,23850360.342,64.2029113769531,,5.08541085143467,,55.8112501875239,545.0,60.4238491485952,28.8891805316599,3.97360077216415,4.84344627089137,50.136611810914,49.863388189086,30057099.0,439119717.0,551995569.0,9.00396065393703,INX,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa (excluding high income)
460,Sudan,2016,39847440.0,1299.26119456743,2.39880790446865,,0.15,1849240.201,,6.74,6.40399361,,44.2,308.0,64.663,,0.2,4.532,50.0589410615233,49.9410589384767,1390485.0,16412408.0,22044547.0,7.34,LIC,Sub-saharan Africa,SDN
462,Suriname,2016,564883.0,5539.11790036234,1.02258948998451,1.1312,0.88,156000.0,,,6.27941179,,17.6,121.0,71.358,58.9,1.4,2.469,49.6975479878134,50.3024520121866,37891.0,156366.0,370627.0,7.219,LMY,Latin America and Caribbean,SUR
464,Sweden,2016,9923085.0,51965.1571531985,1.25645398510305,3.984,,407310.0,,2.34,10.84046745,,2.3,4.0,82.3073170731707,56.4,,1.85,49.9902348545441,50.0097651454559,1968759.0,1725459.0,6228866.0,9.2,HIC,Europe and Central Asia,SWE
466,Switzerland,2016,8373338.0,80172.2320869148,1.09203117387253,4.2473,0.09,39516.03,,4.69,11.70894909,,3.7,5.0,83.6024390243903,54.3,0.2,1.54,50.4755955161836,49.5244044838164,1526368.0,1241980.0,5604990.0,7.8,HIC,Europe and Central Asia,CHE
468,Syrian Arab Republic,2016,17453933.0,,-3.06627374550422,1.2874,0.01,183630.0,,1.46,,,18.0,30.0,70.315,61.4,0.1,2.889,49.6746770373959,50.3253229626041,723598.0,5648828.0,11081506.0,5.726,LIC,Middle East and North Africa,SYR
470,Tajikistan,2016,8663579.0,802.518004052824,2.44849024628928,,0.25,138790.0,,,7.00427723,6.4,32.1,17.0,70.397,45.3,0.2,3.618,49.5573940319095,50.4426059680905,256364.0,3130094.0,5277121.0,5.078,LIC,Europe and Central Asia,TJK
472,Tanzania,2016,53050790.0,966.474622354379,3.00052290646443,0.014,3.2,885800.0,,,3.96350336,,39.8,539.0,63.844,27.7,5.0,5.015,50.0771161037188,49.9228838962812,1360068.0,23611616.0,28079106.0,6.868,LMC,Sub-saharan Africa,TZA
474,Thailand,2016,68971331.0,5994.23147547156,0.373052587125323,0.445,0.23,510890.0,,,3.76332021,6.7,8.9,37.0,76.403,32.6,1.2,1.537,51.1965199212606,48.8034800787394,7591025.0,12170447.0,49209859.0,7.467,LMY,East Asia and Pacific,THA
476,Timor-Leste,2016,1219288.0,1353.74792501854,1.90319498084207,,0.22,14870.0,,,4.54700947,,41.9,152.0,68.735,21.6,0.1,4.156,49.4510325279733,50.5489674720267,53529.0,473901.0,691858.0,6.109,LMC,East Asia and Pacific,TLS
478,Togo,2016,7509952.0,597.471088804109,2.5187418574522,0.0128,1.17,54390.0,,,6.60094786,,49.5,395.0,60.22,28.1,2.4,4.449,50.2979779364768,49.7020220635232,212418.0,3147007.0,4150527.0,8.695,LIC,Sub-saharan Africa,TGO
480,Tonga,2016,101133.0,4158.28837838716,0.348663645507017,,,720.0,,,5.06450272,,14.5,53.0,70.607,78.5,,3.636,50.0173022354488,49.9826977645512,6041.0,36540.0,58552.0,7.223,LMY,East Asia and Pacific,TON
482,Trinidad and Tobago,2016,1377564.0,16176.9473700573,0.526659470271402,,0.14,5130.0,,3.03,7.00930595,,17.1,68.0,73.1,46.0,0.9,1.753,50.5585588463105,49.4414411536895,137877.0,284079.0,955608.0,8.159,HIC,Latin America and Caribbean,TTO
484,Tunisia,2016,11303946.0,3697.93083126064,1.10299623015564,1.2834,0.09,155360.0,,2.18,6.99717045,,14.7,45.0,76.115,61.6,0.1,2.238,50.4498430724432,49.5501569275568,885038.0,2712768.0,7706140.0,6.287,LMC,Middle East and North Africa,TUN
486,Turkey,2016,79821724.0,10895.3186924719,1.63225064120437,1.8142,,769630.0,96.1673278808594,2.75,4.28469229,,10.5,18.0,76.86,66.8,,2.092,50.7521383384559,49.2478616615441,6425655.0,20214267.0,53181802.0,5.39,LMY,Europe and Central Asia,TUR
488,Turkmenistan,2016,5662372.0,6389.54840833488,1.72943299724012,,,469930.0,,,6.62111807,,36.4,8.0,67.835,51.8,,2.887,50.7611387526533,49.2388612473467,235423.0,1745611.0,3681338.0,7.076,LMY,Europe and Central Asia,TKM
490,Turks and Caicos Islands,2016,36559.0,28240.7068027025,1.5936372559658,,,950.0,,,,,,,,,,,,,,,,,HIC,Latin America and Caribbean,TCA
492,Tuvalu,2016,11225.0,3255.92869342584,1.12884194584756,,,30.0,,,16.88424873,,22.2,,,81.9,,,,,,,,,LMY,East Asia and Pacific,TUV
494,Uganda,2016,39647506.0,733.431251236802,3.65264430964001,,3.51,200520.0,,,6.54710674,10.4,37.6,381.0,61.986,22.4,6.2,5.242,50.8503897420509,49.1496102579491,753610.0,18901733.0,19992163.0,7.031,LIC,Sub-saharan Africa,UGA
496,Ukraine,2016,45004673.0,2187.73050991433,-0.331333796371949,,0.59,579290.0,,,7.54541159,,7.9,20.0,71.4763414634146,58.4,1.0,1.466,53.7161221341786,46.2838778658214,7153077.0,6946322.0,30905273.0,14.7,LMC,Europe and Central Asia,UKR
498,United Arab Emirates,2016,9360980.0,38141.8467585492,1.05328112883944,2.371,,71020.0,,1.36,3.4034214,,6.6,3.0,77.47,67.8,,1.491,30.158621297461,69.841378702539,92392.0,1346625.0,7921963.0,1.398,HIC,Middle East and North Africa,ARE
500,United Kingdom,2016,65611593.0,41064.1334316223,0.757874492811929,2.7563,,241930.0,,2.57,9.86671162,,3.8,7.0,81.1560975609756,63.7,,1.79,50.6841011540267,49.3158988459733,11913999.0,11540882.0,42156712.0,9.1,HIC,Europe and Central Asia,GBR
502,United States,2016,322941311.0,57951.5840820997,0.716669413429853,2.5881,0.24,9147420.0,,2.77,17.04898262,1.4,5.8,19.0,78.5390243902439,67.9,0.4,1.8205,50.5293128025686,49.4706871974314,48549959.0,61434232.0,212957120.0,8.493,HIC,North America,USA
504,Upper middle income,2016,2795839263.0,7632.38192258686,0.79986664319496,,,57653522.5,95.6237564086914,3.31924786776816,5.58175965906164,3.09354615211487,12.9,59.0,74.8591314348358,41.8209867971221,,1.91058925025361,49.6993497624416,50.3006502375584,247793357.0,597899784.0,1948172554.0,7.15412183935428,INX,Upper middle income,Upper middle income
506,Uruguay,2016,3424132.0,15387.14403013,0.354674156320409,3.9558,,175020.0,98.5614700317383,2.48,9.42438793,3.2,7.2,18.0,77.498,62.9,,1.991,51.7542074080521,48.2457925919479,499626.0,717074.0,2207432.0,9.452,HIC,Latin America and Caribbean,URY
508,Uzbekistan,2016,31847900.0,2567.79920656883,1.73884926199094,,0.19,440588.0,99.986572265625,,4.96638393,,18.8,29.0,71.171,48.2,0.2,2.455,50.1702974385684,49.8297025614316,1319021.0,9041157.0,21487722.0,4.9,LMC,Europe and Central Asia,UZB
510,Vanuatu,2016,278330.0,2889.85303623403,2.62090494079427,0.1653,,12190.0,,,2.84586453,,23.5,74.0,70.021,57.1,,3.859,49.2663279751083,50.7336720248917,10311.0,108259.0,159760.0,5.396,LMC,East Asia and Pacific,VUT
512,"Venezuela, RB",2016,29846179.0,,-0.786447680950899,,0.33,882050.0,97.1270904541016,0.86,5.22611618,,21.0,121.0,72.405,63.4,0.7,2.317,50.3849671415759,49.6150328584241,1982873.0,8421742.0,19441565.0,6.619,LMY,Latin America and Caribbean,VEN
514,Vietnam,2016,93638724.0,2192.21453866566,1.03228662254587,0.8281,0.14,310070.0,,,5.65919352,13.8,16.9,44.0,75.172,18.3,0.3,2.03,50.1323632253524,49.8676367746476,6390554.0,21571523.0,65676647.0,6.19,LMC,East Asia and Pacific,VNM
516,Virgin Islands (U.S.),2016,107516.0,35929.5360690502,-0.182132486647949,,,350.0,,,,,,,79.1682926829268,,,2.09,52.3729120758569,47.6270879241431,19493.0,21616.0,66407.0,7.5,HIC,Latin America and Caribbean,VGB
518,West Bank and Gaza,2016,4367088.0,3527.61382413178,2.24610527580178,,,6020.0,96.9302291870117,,,,17.9,29.0,73.589,,,3.844,49.2624541487655,50.7375458512345,133430.0,1728799.0,2504859.0,3.478,LMC,Middle East and North Africa,WBG
520,World,2016,7424311044.0,10286.3416441792,1.16272835739863,,0.41,129956634.129,85.9855117797852,2.75709481685243,9.94662510378634,13.7325954437256,30.7,214.0,72.1810662860212,38.9,0.7,2.44561855092919,49.5856818966588,50.4143181033412,625395500.0,1935095473.0,4861030922.0,7.56984852006735,INX,World,World
522,"Yemen, Rep.",2016,27168210.0,1138.68299471073,2.49824703392801,,0.07,527970.0,,0.71,,,43.3,165.0,66.087,48.8,0.1,3.994,49.5995209106526,50.4004790893474,767679.0,10966229.0,15434302.0,5.972,LIC,Middle East and North Africa,YEM
524,Zambia,2016,16363507.0,1280.57844679257,3.00334567903779,0.1628,7.15,743390.0,,,4.47720718,,45.8,222.0,62.464,27.8,12.1,4.814,50.5069927495114,49.4930072504886,338840.0,7500757.0,8523910.0,6.864,LMC,Sub-saharan Africa,ZMB
526,Zimbabwe,2016,14030390.0,1464.58352903946,1.54975881577614,0.1788,6.15,386850.0,,,7.6476202,,41.4,468.0,60.294,38.2,13.8,3.804,52.4301837917233,47.5698162082767,401519.0,5986078.0,7642793.0,8.286,LMC,Sub-saharan Africa,ZWE
